loaddate,uniqueid,workorder,length,width,color,description
1/24/2024,10294021,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294020,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294019,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294018,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294017,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294016,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294015,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294014,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294013,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294012,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294031,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294028,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294074,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294073,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294072,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294071,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294070,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294069,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294068,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294067,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294066,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294065,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294064,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294063,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294062,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294061,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294060,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294059,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294058,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294057,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294056,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294055,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294054,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294053,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294052,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294051,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294050,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294049,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294048,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294047,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294046,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294045,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294044,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294043,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294042,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294041,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294040,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294039,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294038,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294037,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294036,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294075,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294035,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294034,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294033,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294032,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294076,25539729,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294078,25539716,95.875,21,TW ,0800X21 25P RR PAN TW F       
1/24/2024,10294077,25539716,95.875,21,TW ,0800X21 25P RR PAN TW F       
1/24/2024,10294080,25539716,95.875,21,TW ,0800X21 25P RR PAN TW F       
1/24/2024,10294079,25539716,95.875,21,TW ,0800X21 25P RR PAN TW F       
1/24/2024,10294084,25539719,95.875,18,TW ,0800X18 25P RR PAN TW F       
1/24/2024,10294083,25539719,95.875,18,TW ,0800X18 25P RR PAN TW F       
1/24/2024,10294082,25539719,95.875,18,TW ,0800X18 25P RR PAN TW F       
1/24/2024,10294081,25539719,95.875,18,TW ,0800X18 25P RR PAN TW F       
1/24/2024,10294089,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294088,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294087,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294086,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294085,25539622,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/24/2024,10294099,25539601,107.875,21,TW ,0900X21 25P RR PAN TW SL      
1/24/2024,10294098,25539601,107.875,21,TW ,0900X21 25P RR PAN TW SL      
1/24/2024,10294097,25539601,107.875,21,TW ,0900X21 25P RR PAN TW SL      
1/24/2024,10294096,25539601,107.875,21,TW ,0900X21 25P RR PAN TW SL      
1/24/2024,10294095,25539601,107.875,21,TW ,0900X21 25P RR PAN TW SL      
1/24/2024,10294094,25539601,107.875,21,TW ,0900X21 25P RR PAN TW SL      
1/24/2024,10294092,25539601,107.875,21,TW ,0900X21 25P RR PAN TW SL      
1/24/2024,10294091,25539601,107.875,21,TW ,0900X21 25P RR PAN TW SL      
1/24/2024,10294090,25539601,107.875,21,TW ,0900X21 25P RR PAN TW SL      
1/24/2024,10294093,25539601,107.875,21,TW ,0900X21 25P RR PAN TW SL      
1/24/2024,10294109,25539688,119.875,21,TW ,1000X21 25P RR PAN TW SL      
1/24/2024,10294108,25539688,119.875,21,TW ,1000X21 25P RR PAN TW SL      
1/24/2024,10294107,25539688,119.875,21,TW ,1000X21 25P RR PAN TW SL      
1/24/2024,10294106,25539688,119.875,21,TW ,1000X21 25P RR PAN TW SL      
1/24/2024,10294105,25539688,119.875,21,TW ,1000X21 25P RR PAN TW SL      
1/24/2024,10294104,25539688,119.875,21,TW ,1000X21 25P RR PAN TW SL      
1/24/2024,10294103,25539688,119.875,21,TW ,1000X21 25P RR PAN TW SL      
1/24/2024,10294102,25539688,119.875,21,TW ,1000X21 25P RR PAN TW SL      
1/24/2024,10294101,25539688,119.875,21,TW ,1000X21 25P RR PAN TW SL      
1/24/2024,10294100,25539688,119.875,21,TW ,1000X21 25P RR PAN TW SL      
1/24/2024,10294111,25539692,143.875,21,TW ,1200X21 25P RR PAN TW SL      
1/24/2024,10294110,25539692,143.875,21,TW ,1200X21 25P RR PAN TW SL      
1/24/2024,10294115,25539567,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294114,25539567,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294112,25539567,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294113,25539567,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294121,25539701,215.875,21,TW ,1800X21 25P RR PAN TW SL      
1/24/2024,10294120,25539701,215.875,21,TW ,1800X21 25P RR PAN TW SL      
1/24/2024,10294119,25539701,215.875,21,TW ,1800X21 25P RR PAN TW SL      
1/24/2024,10294118,25539701,215.875,21,TW ,1800X21 25P RR PAN TW SL      
1/24/2024,10294117,25539701,215.875,21,TW ,1800X21 25P RR PAN TW SL      
1/24/2024,10294116,25539701,215.875,21,TW ,1800X21 25P RR PAN TW SL      
1/24/2024,10294163,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294162,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294161,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294160,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294159,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294158,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294157,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294156,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294155,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294154,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294153,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294152,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294151,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294150,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294149,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294148,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294147,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294146,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294145,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294144,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294143,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294142,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294141,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294140,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294139,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294138,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294137,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294136,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294135,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294134,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294133,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294132,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294131,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294130,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294129,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294128,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294127,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294126,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294125,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294124,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294123,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294122,25539685,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/24/2024,10294169,25539690,143.875,18,TW ,1200X18 25P RR PAN TW F       
1/24/2024,10294168,25539690,143.875,18,TW ,1200X18 25P RR PAN TW F       
1/24/2024,10294167,25539690,143.875,18,TW ,1200X18 25P RR PAN TW F       
1/24/2024,10294166,25539690,143.875,18,TW ,1200X18 25P RR PAN TW F       
1/24/2024,10294165,25539690,143.875,18,TW ,1200X18 25P RR PAN TW F       
1/24/2024,10294164,25539690,143.875,18,TW ,1200X18 25P RR PAN TW F       
1/24/2024,10294193,25539698,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294192,25539698,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294191,25539698,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294190,25539698,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294189,25539698,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294188,25539698,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294186,25539698,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294185,25539698,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294184,25539698,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294183,25539698,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294182,25539698,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294181,25539698,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294180,25539698,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294179,25539698,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294178,25539698,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294177,25539698,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294176,25539698,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294175,25539698,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294174,25539698,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294173,25539698,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294172,25539698,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294171,25539698,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294170,25539698,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294187,25539698,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294203,25539694,191.875,18,TW ,1600X18 25P RR PAN TW F       
1/24/2024,10294202,25539694,191.875,18,TW ,1600X18 25P RR PAN TW F       
1/24/2024,10294201,25539694,191.875,18,TW ,1600X18 25P RR PAN TW F       
1/24/2024,10294200,25539694,191.875,18,TW ,1600X18 25P RR PAN TW F       
1/24/2024,10294199,25539694,191.875,18,TW ,1600X18 25P RR PAN TW F       
1/24/2024,10294198,25539694,191.875,18,TW ,1600X18 25P RR PAN TW F       
1/24/2024,10294197,25539694,191.875,18,TW ,1600X18 25P RR PAN TW F       
1/24/2024,10294196,25539694,191.875,18,TW ,1600X18 25P RR PAN TW F       
1/24/2024,10294195,25539694,191.875,18,TW ,1600X18 25P RR PAN TW F       
1/24/2024,10294194,25539694,191.875,18,TW ,1600X18 25P RR PAN TW F       
1/24/2024,10294205,25539660,191.875,18,DN ,1600X18 25P RR PAN DN F       
1/24/2024,10294204,25539660,191.875,18,DN ,1600X18 25P RR PAN DN F       
1/24/2024,10294207,25539676,191.875,21,BL ,1600X21 25G RR PAN BL F       
1/24/2024,10294206,25539676,191.875,21,BL ,1600X21 25G RR PAN BL F       
1/24/2024,10294213,25539676,191.875,21,BL ,1600X21 25G RR PAN BL F       
1/24/2024,10294212,25539676,191.875,21,BL ,1600X21 25G RR PAN BL F       
1/24/2024,10294211,25539676,191.875,21,BL ,1600X21 25G RR PAN BL F       
1/24/2024,10294210,25539676,191.875,21,BL ,1600X21 25G RR PAN BL F       
1/24/2024,10294209,25539676,191.875,21,BL ,1600X21 25G RR PAN BL F       
1/24/2024,10294208,25539676,191.875,21,BL ,1600X21 25G RR PAN BL F       
1/24/2024,10294215,25539670,107.875,21,BL ,0900X21 25G RR PAN BL SL      
1/24/2024,10294214,25539670,107.875,21,BL ,0900X21 25G RR PAN BL SL      
1/24/2024,10294217,25539666,191.875,21,BL ,1600X21 25G RR PAN BL SL      
1/24/2024,10294216,25539666,191.875,21,BL ,1600X21 25G RR PAN BL SL      
1/24/2024,10294221,25539662,95.875,18,BL ,0800X18 25G RR PAN BL F       
1/24/2024,10294220,25539662,95.875,18,BL ,0800X18 25G RR PAN BL F       
1/24/2024,10294219,25539662,95.875,18,BL ,0800X18 25G RR PAN BL F       
1/24/2024,10294218,25539662,95.875,18,BL ,0800X18 25G RR PAN BL F       
1/24/2024,10294224,25539664,191.875,18,BL ,1600X18 25G RR PAN BL F       
1/24/2024,10294223,25539664,191.875,18,BL ,1600X18 25G RR PAN BL F       
1/24/2024,10294222,25539664,191.875,18,BL ,1600X18 25G RR PAN BL F       
1/24/2024,10294228,25539696,191.875,21,AL ,1600X21 25P RR PAN AL SL      
1/24/2024,10294227,25539696,191.875,21,AL ,1600X21 25P RR PAN AL SL      
1/24/2024,10294226,25539696,191.875,21,AL ,1600X21 25P RR PAN AL SL      
1/24/2024,10294225,25539696,191.875,21,AL ,1600X21 25P RR PAN AL SL      
1/24/2024,10294229,25539782,191.875,21,WZ ,1600X21 25P RR PAN WZ SL      
1/24/2024,10294232,25539782,191.875,21,WZ ,1600X21 25P RR PAN WZ SL      
1/24/2024,10294231,25539782,191.875,21,WZ ,1600X21 25P RR PAN WZ SL      
1/24/2024,10294230,25539782,191.875,21,WZ ,1600X21 25P RR PAN WZ SL      
1/24/2024,10294236,25539821,191.875,21,WK ,1600X21 25P RR PAN WK SL      
1/24/2024,10294235,25539821,191.875,21,WK ,1600X21 25P RR PAN WK SL      
1/24/2024,10294234,25539821,191.875,21,WK ,1600X21 25P RR PAN WK SL      
1/24/2024,10294233,25539821,191.875,21,WK ,1600X21 25P RR PAN WK SL      
1/24/2024,10294250,25539792,191.875,21,TW ,1600X21 24G RR PAN TW SL      
1/24/2024,10294249,25539792,191.875,21,TW ,1600X21 24G RR PAN TW SL      
1/24/2024,10294248,25539792,191.875,21,TW ,1600X21 24G RR PAN TW SL      
1/24/2024,10294247,25539792,191.875,21,TW ,1600X21 24G RR PAN TW SL      
1/24/2024,10294246,25539792,191.875,21,TW ,1600X21 24G RR PAN TW SL      
1/24/2024,10294245,25539792,191.875,21,TW ,1600X21 24G RR PAN TW SL      
1/24/2024,10294244,25539792,191.875,21,TW ,1600X21 24G RR PAN TW SL      
1/24/2024,10294243,25539792,191.875,21,TW ,1600X21 24G RR PAN TW SL      
1/24/2024,10294242,25539792,191.875,21,TW ,1600X21 24G RR PAN TW SL      
1/24/2024,10294240,25539792,191.875,21,TW ,1600X21 24G RR PAN TW SL      
1/24/2024,10294239,25539792,191.875,21,TW ,1600X21 24G RR PAN TW SL      
1/24/2024,10294238,25539792,191.875,21,TW ,1600X21 24G RR PAN TW SL      
1/24/2024,10294237,25539792,191.875,21,TW ,1600X21 24G RR PAN TW SL      
1/24/2024,10294241,25539792,191.875,21,TW ,1600X21 24G RR PAN TW SL      
1/24/2024,10294251,25539757,203.875,21,TW ,1700X21 24G RR PAN TW SL      
1/24/2024,10294254,25539757,203.875,21,TW ,1700X21 24G RR PAN TW SL      
1/24/2024,10294253,25539757,203.875,21,TW ,1700X21 24G RR PAN TW SL      
1/24/2024,10294252,25539757,203.875,21,TW ,1700X21 24G RR PAN TW SL      
1/24/2024,10294255,25539795,191.875,18,TW ,1600X18 24G RR PAN TW F       
1/24/2024,10294256,25539749,191.875,18,TW ,1600X18 24G RR PAN TW F       
1/24/2024,10294261,25539749,191.875,18,TW ,1600X18 24G RR PAN TW F       
1/24/2024,10294260,25539749,191.875,18,TW ,1600X18 24G RR PAN TW F       
1/24/2024,10294259,25539749,191.875,18,TW ,1600X18 24G RR PAN TW F       
1/24/2024,10294258,25539749,191.875,18,TW ,1600X18 24G RR PAN TW F       
1/24/2024,10294257,25539749,191.875,18,TW ,1600X18 24G RR PAN TW F       
1/24/2024,10294262,25539801,191.875,21,TW ,1600X21 24G RR PAN TW SL      
1/24/2024,10294274,25539819,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294273,25539819,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294272,25539819,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294271,25539819,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294270,25539819,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294269,25539819,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294268,25539819,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294267,25539819,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294266,25539819,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294265,25539819,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294264,25539819,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294263,25539819,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294278,25539817,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294277,25539817,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294276,25539817,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294275,25539817,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/24/2024,10294279,25539752,215.875,21,ST ,1800X21 24G RR PAN ST SL      
1/24/2024,10294280,25539752,215.875,21,ST ,1800X21 24G RR PAN ST SL      
1/24/2024,10294283,25539755,215.875,18,ST ,1800X18 24G RR PAN ST F       
1/24/2024,10294282,25539755,215.875,18,ST ,1800X18 24G RR PAN ST F       
1/24/2024,10294281,25539755,215.875,18,ST ,1800X18 24G RR PAN ST F       
1/24/2024,10294287,25539815,191.875,21,ST ,1600X21 25P RR PAN ST SL      
1/24/2024,10294286,25539815,191.875,21,ST ,1600X21 25P RR PAN ST SL      
1/24/2024,10294285,25539815,191.875,21,ST ,1600X21 25P RR PAN ST SL      
1/24/2024,10294284,25539815,191.875,21,ST ,1600X21 25P RR PAN ST SL      
1/24/2024,10294294,25539797,191.875,21,DN ,1600X21 24G RR PAN DN SL      
1/24/2024,10294293,25539797,191.875,21,DN ,1600X21 24G RR PAN DN SL      
1/24/2024,10294292,25539797,191.875,21,DN ,1600X21 24G RR PAN DN SL      
1/24/2024,10294291,25539797,191.875,21,DN ,1600X21 24G RR PAN DN SL      
1/24/2024,10294290,25539797,191.875,21,DN ,1600X21 24G RR PAN DN SL      
1/24/2024,10294289,25539797,191.875,21,DN ,1600X21 24G RR PAN DN SL      
1/24/2024,10294288,25539797,191.875,21,DN ,1600X21 24G RR PAN DN SL      
1/24/2024,10294298,25539811,95.875,21,DN ,0800X21 25P RR PAN DN SL      
1/24/2024,10294297,25539811,95.875,21,DN ,0800X21 25P RR PAN DN SL      
1/24/2024,10294296,25539811,95.875,21,DN ,0800X21 25P RR PAN DN SL      
1/24/2024,10294295,25539811,95.875,21,DN ,0800X21 25P RR PAN DN SL      
1/24/2024,10294299,25539760,215.875,21,DN ,1800X21 25P RR PAN DN SL      
1/24/2024,10294302,25539760,215.875,21,DN ,1800X21 25P RR PAN DN SL      
1/24/2024,10294301,25539760,215.875,21,DN ,1800X21 25P RR PAN DN SL      
1/24/2024,10294300,25539760,215.875,21,DN ,1800X21 25P RR PAN DN SL      
1/24/2024,10294305,25539777,117.875,21,BL ,0910X21 24G RR PAN BL SL      
1/24/2024,10294303,25539777,117.875,21,BL ,0910X21 24G RR PAN BL SL      
1/24/2024,10294313,25539777,117.875,21,BL ,0910X21 24G RR PAN BL SL      
1/24/2024,10294312,25539777,117.875,21,BL ,0910X21 24G RR PAN BL SL      
1/24/2024,10294306,25539777,117.875,21,BL ,0910X21 24G RR PAN BL SL      
1/24/2024,10294304,25539777,117.875,21,BL ,0910X21 24G RR PAN BL SL      
1/24/2024,10294314,25539777,117.875,21,BL ,0910X21 24G RR PAN BL SL      
1/24/2024,10294311,25539777,117.875,21,BL ,0910X21 24G RR PAN BL SL      
1/24/2024,10294310,25539777,117.875,21,BL ,0910X21 24G RR PAN BL SL      
1/24/2024,10294309,25539777,117.875,21,BL ,0910X21 24G RR PAN BL SL      
1/24/2024,10294308,25539777,117.875,21,BL ,0910X21 24G RR PAN BL SL      
1/24/2024,10294307,25539777,117.875,21,BL ,0910X21 24G RR PAN BL SL      
1/24/2024,10294323,25539780,117.875,18,BL ,0910X18 24G RR PAN BL F       
1/24/2024,10294322,25539780,117.875,18,BL ,0910X18 24G RR PAN BL F       
1/24/2024,10294320,25539780,117.875,18,BL ,0910X18 24G RR PAN BL F       
1/24/2024,10294319,25539780,117.875,18,BL ,0910X18 24G RR PAN BL F       
1/24/2024,10294318,25539780,117.875,18,BL ,0910X18 24G RR PAN BL F       
1/24/2024,10294317,25539780,117.875,18,BL ,0910X18 24G RR PAN BL F       
1/24/2024,10294316,25539780,117.875,18,BL ,0910X18 24G RR PAN BL F       
1/24/2024,10294315,25539780,117.875,18,BL ,0910X18 24G RR PAN BL F       
1/24/2024,10294324,25539780,117.875,18,BL ,0910X18 24G RR PAN BL F       
1/24/2024,10294321,25539780,117.875,18,BL ,0910X18 24G RR PAN BL F       
1/24/2024,10294328,25539789,191.875,21,BL ,1600X21 25G RR PAN BL SL      
1/24/2024,10294327,25539789,191.875,21,BL ,1600X21 25G RR PAN BL SL      
1/24/2024,10294326,25539789,191.875,21,BL ,1600X21 25G RR PAN BL SL      
1/24/2024,10294325,25539789,191.875,21,BL ,1600X21 25G RR PAN BL SL      
1/24/2024,10294339,25539813,191.875,21,AL ,1600X21 25P RR PAN AL SL      
1/24/2024,10294338,25539813,191.875,21,AL ,1600X21 25P RR PAN AL SL      
1/24/2024,10294337,25539813,191.875,21,AL ,1600X21 25P RR PAN AL SL      
1/24/2024,10294336,25539813,191.875,21,AL ,1600X21 25P RR PAN AL SL      
1/24/2024,10294335,25539813,191.875,21,AL ,1600X21 25P RR PAN AL SL      
1/24/2024,10294334,25539813,191.875,21,AL ,1600X21 25P RR PAN AL SL      
1/24/2024,10294333,25539813,191.875,21,AL ,1600X21 25P RR PAN AL SL      
1/24/2024,10294332,25539813,191.875,21,AL ,1600X21 25P RR PAN AL SL      
1/24/2024,10294331,25539813,191.875,21,AL ,1600X21 25P RR PAN AL SL      
1/24/2024,10294330,25539813,191.875,21,AL ,1600X21 25P RR PAN AL SL      
1/24/2024,10294329,25539813,191.875,21,AL ,1600X21 25P RR PAN AL SL      
1/24/2024,10294340,25539857,107.875,21,TW ,0900X21 25P RR PAN TW F       
1/24/2024,10294341,25539859,95.875,21,TW ,0800X21 24G RR PAN TW F       
1/24/2024,10294344,25539859,95.875,21,TW ,0800X21 24G RR PAN TW F       
1/24/2024,10294343,25539859,95.875,21,TW ,0800X21 24G RR PAN TW F       
1/24/2024,10294342,25539859,95.875,21,TW ,0800X21 24G RR PAN TW F       
1/24/2024,10294346,25539878,95.875,21,TW ,0800X21 24G RR PAN TW SL      
1/24/2024,10294345,25539878,95.875,21,TW ,0800X21 24G RR PAN TW SL      
1/24/2024,10294352,25539878,95.875,21,TW ,0800X21 24G RR PAN TW SL      
