loaddate,uniqueid,workorder,length,width,color,description
1/19/2024,10267821,25515083,191.875,21,BL ,1600X21 25G RR PAN BL SL      
1/19/2024,10267828,25515089,191.875,21,AL ,1600X21 25P RR PAN AL SL      
1/19/2024,10267827,25515089,191.875,21,AL ,1600X21 25P RR PAN AL SL      
1/19/2024,10267826,25515089,191.875,21,AL ,1600X21 25P RR PAN AL SL      
1/19/2024,10267825,25515089,191.875,21,AL ,1600X21 25P RR PAN AL SL      
1/19/2024,10267830,25515130,107.875,21,BL ,0900X21 25G RR PAN BL F       
1/19/2024,10267829,25515130,107.875,21,BL ,0900X21 25G RR PAN BL F       
1/19/2024,10267832,25515130,107.875,21,BL ,0900X21 25G RR PAN BL F       
1/19/2024,10267831,25515130,107.875,21,BL ,0900X21 25G RR PAN BL F       
1/19/2024,10267838,25515133,107.875,18,BL ,0900X18 25G RR PAN BL F       
1/19/2024,10267837,25515133,107.875,18,BL ,0900X18 25G RR PAN BL F       
1/19/2024,10267836,25515133,107.875,18,BL ,0900X18 25G RR PAN BL F       
1/19/2024,10267835,25515133,107.875,18,BL ,0900X18 25G RR PAN BL F       
1/19/2024,10267834,25515133,107.875,18,BL ,0900X18 25G RR PAN BL F       
1/19/2024,10267833,25515133,107.875,18,BL ,0900X18 25G RR PAN BL F       
1/19/2024,10267839,25515012,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267841,25515012,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267840,25515012,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267842,25515163,215.875,18,TW ,1800X18 25P RR PAN TW F       
1/19/2024,10267846,25514986,95.875,21,TW ,0800X21 25P RR PAN TW SL      
1/19/2024,10267845,25514986,95.875,21,TW ,0800X21 25P RR PAN TW SL      
1/19/2024,10267843,25514986,95.875,21,TW ,0800X21 25P RR PAN TW SL      
1/19/2024,10267844,25514986,95.875,21,TW ,0800X21 25P RR PAN TW SL      
1/19/2024,10267848,25515087,107.875,21,TW ,0900X21 25P RR PAN TW SL      
1/19/2024,10267847,25515087,107.875,21,TW ,0900X21 25P RR PAN TW SL      
1/19/2024,10267853,25515002,119.875,21,TW ,1000X21 25P RR PAN TW SL      
1/19/2024,10267852,25515002,119.875,21,TW ,1000X21 25P RR PAN TW SL      
1/19/2024,10267851,25515002,119.875,21,TW ,1000X21 25P RR PAN TW SL      
1/19/2024,10267850,25515002,119.875,21,TW ,1000X21 25P RR PAN TW SL      
1/19/2024,10267849,25515002,119.875,21,TW ,1000X21 25P RR PAN TW SL      
1/19/2024,10267862,25514995,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10267861,25514995,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10267860,25514995,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10267859,25514995,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10267858,25514995,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10267857,25514995,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10267856,25514995,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10267855,25514995,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10267854,25514995,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10267863,25515166,191.875,18,TW ,1600X18 25P RR PAN TW F       
1/19/2024,10267870,25515166,191.875,18,TW ,1600X18 25P RR PAN TW F       
1/19/2024,10267869,25515166,191.875,18,TW ,1600X18 25P RR PAN TW F       
1/19/2024,10267868,25515166,191.875,18,TW ,1600X18 25P RR PAN TW F       
1/19/2024,10267867,25515166,191.875,18,TW ,1600X18 25P RR PAN TW F       
1/19/2024,10267866,25515166,191.875,18,TW ,1600X18 25P RR PAN TW F       
1/19/2024,10267865,25515166,191.875,18,TW ,1600X18 25P RR PAN TW F       
1/19/2024,10267864,25515166,191.875,18,TW ,1600X18 25P RR PAN TW F       
1/19/2024,10267871,25515139,167.875,21,DN ,1400X21 25P RR PAN DN SL      
1/19/2024,10267872,25515141,191.875,21,AL ,1600X21 25P RR PAN AL SL      
1/19/2024,10267875,25515141,191.875,21,AL ,1600X21 25P RR PAN AL SL      
1/19/2024,10267874,25515141,191.875,21,AL ,1600X21 25P RR PAN AL SL      
1/19/2024,10267873,25515141,191.875,21,AL ,1600X21 25P RR PAN AL SL      
1/19/2024,10267877,25515204,107.875,21,TW ,0900X21 25P RR PAN TW F       
1/19/2024,10267876,25515204,107.875,21,TW ,0900X21 25P RR PAN TW F       
1/19/2024,10267879,25515204,107.875,21,TW ,0900X21 25P RR PAN TW F       
1/19/2024,10267878,25515204,107.875,21,TW ,0900X21 25P RR PAN TW F       
1/19/2024,10267882,25515230,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267881,25515230,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267880,25515230,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267891,25515230,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267890,25515230,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267889,25515230,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267888,25515230,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267887,25515230,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267886,25515230,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267885,25515230,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267884,25515230,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267883,25515230,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267893,25515230,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267892,25515230,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267899,25515230,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267898,25515230,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267897,25515230,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267896,25515230,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267895,25515230,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267894,25515230,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267905,25515206,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/19/2024,10267904,25515206,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/19/2024,10267903,25515206,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/19/2024,10267902,25515206,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/19/2024,10267901,25515206,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/19/2024,10267900,25515206,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/19/2024,10267916,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267915,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267914,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267913,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267912,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267911,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267910,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267909,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267908,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267907,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267906,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267949,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267948,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267947,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267946,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267945,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267944,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267943,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267942,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267941,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267940,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267939,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267938,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267937,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267936,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267935,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267934,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267933,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267932,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267931,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267930,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267929,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267928,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267927,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267926,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267925,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267924,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267923,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267922,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267921,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267920,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267919,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267918,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267917,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267961,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267960,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267959,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267958,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267957,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267956,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267955,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267954,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267953,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267952,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267951,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267950,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267997,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267996,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267995,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267994,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267993,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267992,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267991,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267990,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267989,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267988,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267987,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267986,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267985,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267984,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267983,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267982,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267981,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267980,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267979,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267978,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267977,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267976,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267975,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267974,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267973,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267972,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267971,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267970,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267969,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267968,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267967,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267966,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267965,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267964,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267963,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267962,25515235,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267998,25515199,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10267999,25515199,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10268000,25515210,215.875,21,TW ,1800X21 25P RR PAN TW F       
1/19/2024,10268001,25515210,215.875,21,TW ,1800X21 25P RR PAN TW F       
1/19/2024,10268002,25515210,215.875,21,TW ,1800X21 25P RR PAN TW F       
1/19/2024,10268003,25515210,215.875,21,TW ,1800X21 25P RR PAN TW F       
1/19/2024,10268004,25515210,215.875,21,TW ,1800X21 25P RR PAN TW F       
1/19/2024,10268005,25515210,215.875,21,TW ,1800X21 25P RR PAN TW F       
1/19/2024,10268006,25515210,215.875,21,TW ,1800X21 25P RR PAN TW F       
1/19/2024,10268007,25515210,215.875,21,TW ,1800X21 25P RR PAN TW F       
1/19/2024,10268008,25515210,215.875,21,TW ,1800X21 25P RR PAN TW F       
1/19/2024,10268009,25515210,215.875,21,TW ,1800X21 25P RR PAN TW F       
1/19/2024,10268012,25515202,191.875,18,TW ,1600X18 25P RR PAN TW F       
1/19/2024,10268011,25515202,191.875,18,TW ,1600X18 25P RR PAN TW F       
1/19/2024,10268010,25515202,191.875,18,TW ,1600X18 25P RR PAN TW F       
1/19/2024,10268016,25515213,215.875,18,TW ,1800X18 25P RR PAN TW F       
1/19/2024,10268015,25515213,215.875,18,TW ,1800X18 25P RR PAN TW F       
1/19/2024,10268014,25515213,215.875,18,TW ,1800X18 25P RR PAN TW F       
1/19/2024,10268019,25515213,215.875,18,TW ,1800X18 25P RR PAN TW F       
1/19/2024,10268018,25515213,215.875,18,TW ,1800X18 25P RR PAN TW F       
1/19/2024,10268017,25515213,215.875,18,TW ,1800X18 25P RR PAN TW F       
1/19/2024,10268022,25515213,215.875,18,TW ,1800X18 25P RR PAN TW F       
1/19/2024,10268021,25515213,215.875,18,TW ,1800X18 25P RR PAN TW F       
1/19/2024,10268020,25515213,215.875,18,TW ,1800X18 25P RR PAN TW F       
1/19/2024,10268025,25515213,215.875,18,TW ,1800X18 25P RR PAN TW F       
1/19/2024,10268024,25515213,215.875,18,TW ,1800X18 25P RR PAN TW F       
1/19/2024,10268023,25515213,215.875,18,TW ,1800X18 25P RR PAN TW F       
1/19/2024,10268028,25515213,215.875,18,TW ,1800X18 25P RR PAN TW F       
1/19/2024,10268027,25515213,215.875,18,TW ,1800X18 25P RR PAN TW F       
1/19/2024,10268026,25515213,215.875,18,TW ,1800X18 25P RR PAN TW F       
1/19/2024,10268032,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268031,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268030,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268041,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268040,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268039,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268038,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268037,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268036,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268035,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268034,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268033,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268048,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268047,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268046,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268045,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268044,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268043,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268042,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268069,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268068,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268067,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268066,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268065,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268064,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268063,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268062,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268061,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268060,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268059,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268058,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268057,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268056,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268055,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268054,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268053,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268052,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268051,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268050,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268049,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268070,25515225,191.875,21,ST ,1600X21 25P RR PAN ST F       
1/19/2024,10268073,25515225,191.875,21,ST ,1600X21 25P RR PAN ST F       
1/19/2024,10268072,25515225,191.875,21,ST ,1600X21 25P RR PAN ST F       
1/19/2024,10268071,25515225,191.875,21,ST ,1600X21 25P RR PAN ST F       
1/19/2024,10268074,25515215,215.875,21,ST ,1800X21 25P RR PAN ST F       
1/19/2024,10268075,25515215,215.875,21,ST ,1800X21 25P RR PAN ST F       
1/19/2024,10268078,25515218,215.875,18,ST ,1800X18 25P RR PAN ST F       
1/19/2024,10268077,25515218,215.875,18,ST ,1800X18 25P RR PAN ST F       
1/19/2024,10268076,25515218,215.875,18,ST ,1800X18 25P RR PAN ST F       
1/19/2024,10268082,25515220,191.875,21,DN ,1600X21 25P RR PAN DN F       
1/19/2024,10268081,25515220,191.875,21,DN ,1600X21 25P RR PAN DN F       
1/19/2024,10268080,25515220,191.875,21,DN ,1600X21 25P RR PAN DN F       
1/19/2024,10268079,25515220,191.875,21,DN ,1600X21 25P RR PAN DN F       
1/19/2024,10268094,25515220,191.875,21,DN ,1600X21 25P RR PAN DN F       
1/19/2024,10268093,25515220,191.875,21,DN ,1600X21 25P RR PAN DN F       
1/19/2024,10268092,25515220,191.875,21,DN ,1600X21 25P RR PAN DN F       
1/19/2024,10268091,25515220,191.875,21,DN ,1600X21 25P RR PAN DN F       
1/19/2024,10268090,25515220,191.875,21,DN ,1600X21 25P RR PAN DN F       
1/19/2024,10268089,25515220,191.875,21,DN ,1600X21 25P RR PAN DN F       
1/19/2024,10268088,25515220,191.875,21,DN ,1600X21 25P RR PAN DN F       
1/19/2024,10268087,25515220,191.875,21,DN ,1600X21 25P RR PAN DN F       
1/19/2024,10268086,25515220,191.875,21,DN ,1600X21 25P RR PAN DN F       
1/19/2024,10268085,25515220,191.875,21,DN ,1600X21 25P RR PAN DN F       
1/19/2024,10268084,25515220,191.875,21,DN ,1600X21 25P RR PAN DN F       
1/19/2024,10268083,25515220,191.875,21,DN ,1600X21 25P RR PAN DN F       
1/19/2024,10268096,25515204,107.875,21,TW ,0900X21 25P RR PAN TW F       
1/19/2024,10268095,25515204,107.875,21,TW ,0900X21 25P RR PAN TW F       
1/19/2024,10268102,25515204,107.875,21,TW ,0900X21 25P RR PAN TW F       
1/19/2024,10268101,25515204,107.875,21,TW ,0900X21 25P RR PAN TW F       
1/19/2024,10268100,25515204,107.875,21,TW ,0900X21 25P RR PAN TW F       
1/19/2024,10268099,25515204,107.875,21,TW ,0900X21 25P RR PAN TW F       
1/19/2024,10268098,25515204,107.875,21,TW ,0900X21 25P RR PAN TW F       
1/19/2024,10268097,25515204,107.875,21,TW ,0900X21 25P RR PAN TW F       
1/19/2024,10268103,25515230,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10268104,25515230,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10268110,25515230,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10268107,25515230,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10268106,25515230,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10268109,25515230,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10268108,25515230,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10268105,25515230,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10268111,25515238,191.875,21,TW ,1600X21 25P RR PAN TW SL      
1/19/2024,10268115,25515279,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/19/2024,10268114,25515279,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/19/2024,10268113,25515279,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/19/2024,10268112,25515279,107.875,18,TW ,0900X18 25P RR PAN TW F       
1/19/2024,10268118,25515281,191.875,18,TW ,1600X18 25P RR PAN TW F       
1/19/2024,10268117,25515281,191.875,18,TW ,1600X18 25P RR PAN TW F       
1/19/2024,10268116,25515281,191.875,18,TW ,1600X18 25P RR PAN TW F       
1/19/2024,10268119,25515257,95.875,18,TW ,0800X18 25P RR PAN TW F       
1/19/2024,10268120,25515225,191.875,21,ST ,1600X21 25P RR PAN ST F       
1/19/2024,10268121,25515225,191.875,21,ST ,1600X21 25P RR PAN ST F       
1/19/2024,10268122,25515242,107.875,21,DN ,0900X21 25P RR PAN DN F       
1/19/2024,10268124,25515244,119.875,18,DN ,1000X18 25P RR PAN DN F       
1/19/2024,10268123,25515244,119.875,18,DN ,1000X18 25P RR PAN DN F       
1/19/2024,10268134,25515244,119.875,18,DN ,1000X18 25P RR PAN DN F       
1/19/2024,10268133,25515244,119.875,18,DN ,1000X18 25P RR PAN DN F       
1/19/2024,10268132,25515244,119.875,18,DN ,1000X18 25P RR PAN DN F       
1/19/2024,10268131,25515244,119.875,18,DN ,1000X18 25P RR PAN DN F       
1/19/2024,10268130,25515244,119.875,18,DN ,1000X18 25P RR PAN DN F       
1/19/2024,10268129,25515244,119.875,18,DN ,1000X18 25P RR PAN DN F       
1/19/2024,10268128,25515244,119.875,18,DN ,1000X18 25P RR PAN DN F       
1/19/2024,10268127,25515244,119.875,18,DN ,1000X18 25P RR PAN DN F       
1/19/2024,10268126,25515244,119.875,18,DN ,1000X18 25P RR PAN DN F       
1/19/2024,10268125,25515244,119.875,18,DN ,1000X18 25P RR PAN DN F       
1/19/2024,10268135,25515276,191.875,21,BL ,1600X21 25G RR PAN BL F       
1/19/2024,10268136,25515276,191.875,21,BL ,1600X21 25G RR PAN BL F       
1/19/2024,10268137,25515273,95.875,21,BL ,0800X21 25G RR PAN BL SL      
1/19/2024,10268140,25515273,95.875,21,BL ,0800X21 25G RR PAN BL SL      
1/19/2024,10268139,25515273,95.875,21,BL ,0800X21 25G RR PAN BL SL      
1/19/2024,10268138,25515273,95.875,21,BL ,0800X21 25G RR PAN BL SL      
1/19/2024,10268143,25515321,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10268142,25515321,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10268141,25515321,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10268150,25515321,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10268148,25515321,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10268147,25515321,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10268145,25515321,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10268151,25515321,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10268149,25515321,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10268146,25515321,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10268144,25515321,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10268168,25515321,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10268166,25515321,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10268164,25515321,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10268163,25515321,191.875,21,TW ,1600X21 25P RR PAN TW F       
1/19/2024,10268160,25515321,191.875,21,TW ,1600X21 25P RR PAN TW F       
